Title,Release Date,Language
Pyar Hi Pyar,1969,Hindi
Pyar Ka Mausam,1969,Hindi
Pyar Ka Sapna,1969,Hindi
Raja Saab,1969,Hindi
Rakhi Rakhi,1969,Hindi
Road to Sikkim,1969,Hindi
Saat Hindustani,1969,Hindi
Samay Bada Balwan,1969,Hindi
Sansar Leela,1969,Hindi
Sara Aakash,1969,Hindi
Shart,1969,Hindi
Shatranj,1969,Hindi
Simla Road,1969,Hindi
Surya Devata,1969,Hindi
Talash,1969,Hindi
The Gold Medal,1969,Hindi
Thief of Baghdad,1969,Hindi
Toofan,1969,Hindi
Tumse Achha Kaun Hai,1969,Hindi
Waris,1969,Hindi
"1.
",1970,Hindi
"2.
",1970,Hindi
"3.
",1970,Hindi
"4.
",1970,Hindi
"5.
",1970,Hindi
"6.
",1970,Hindi
"7.
",1970,Hindi
"8.
",1970,Hindi
"9.
",1970,Hindi
"10.
",1970,Hindi
"11.
",1970,Hindi
"12.
",1970,Hindi
"13.
",1970,Hindi
"14.
",1970,Hindi
"15.
",1970,Hindi
"16.
",1970,Hindi
"17.
",1970,Hindi
"18.
",1970,Hindi
"19.
",1970,Hindi
"20.
",1970,Hindi
Aag Aur Daag,1970,Hindi
Aan Milo Sajna,1970,Hindi
Aansoo Aur Muskan,1970,Hindi
Bachpan,1970,Hindi
Bhagwan Parshuram,1970,Hindi
Bhai-Bhai,1970,Hindi
Bombay Talkie,1970,Hindi
Choron Ka Chor,1970,Hindi
Deedar,1970,Hindi
Devi,1970,Hindi
Ehsan,1970,Hindi
Ek Nanhi Munni Ladki Thi,1970,Hindi
Ghar Ghar Ki Kahani,1970,Hindi
Gunah Aur Kanoon,1970,Hindi
Heer Raanjha,1970,Hindi
Holi Ayee Re,1970,Hindi
Insaan Aur Shaitan,1970,Hindi
Inspector,1970,Hindi
Ishq Par Zor Nahin,1970,Hindi
Jawab,1970,Hindi
Jeevan Mrityu,1970,Hindi
Johny Mera Naam,1970,Hindi
Kab? Kyoon? Aur Kahan?,1970,Hindi
Maa Aur Mamta,1970,Hindi
Maa Ka Aanchal,1970,Hindi
Maharaja,1970,Hindi
Man Ki Aankhen,1970,Hindi
Mastana,1970,Hindi
Mera Naam Joker,1970,Hindi
Mere Humsafar,1970,Hindi
My Love,1970,Hindi
Nanak Dukhiya Sub Sansar,1970,Hindi
Naya Raasta,1970,Hindi
Pagla Kahin Ka,1970,Hindi
Pardesi,1970,Hindi
Pavitra Paapi,1970,Hindi
Prem Pujari,1970,Hindi
Purab Aur Paschim,1970,Hindi
Raaton Ka Raja,1970,Hindi
Rootha Na Karo,1970,Hindi
Saas Bhi Kabhi Bahu Thi,1970,Hindi
Saat Phere,1970,Hindi
Sachaa Jhutha,1970,Hindi
Samaj Ko Badal Dalo,1970,Hindi
Sampoorna Teerth Yatra,1970,Hindi
Sawan Bhadon,1970,Hindi
Soldier Thakur Daler Singh,1970,Hindi
Suhana Safar,1970,Hindi
The Evil Within,1970,Hindi
The Train,1970,Hindi
Truck Driver,1970,Hindi
Tum Haseen Main Jawaan,1970,Hindi
Aap Aye Bahaar Ayee,1971,Hindi
Adhikar,1971,Hindi
Aisa Bhi Hota Hai,1971,Hindi
Albela,1971,Hindi
Anand,1971,Hindi
Ashadh Ka Ek Din,1971,Hindi
Badnam Basti,1971,Hindi
Badnam Farishte,1971,Hindi
Bikhre Moti,1971,Hindi
Buddha Mil Gaya,1971,Hindi
Caravan,1971,Hindi
Chhoti Bahu,1971,Hindi
Do Boond Pani,1971,Hindi
Do Raha,1971,Hindi
Door Ka Raahi,1971,Hindi
Dost Aur Dushman,1971,Hindi
Ek Nari Ek Brahmachari,1971,Hindi
Ek Paheli,1971,Hindi
Ek Thi Reeta,1971,Hindi
Gambler,1971,Hindi
Ganga Tera Pani Amrit,1971,Hindi
Haathi Mere Saathi,1971,Hindi
Haré Rama Haré Krishna,1971,Hindi
Haseenon Ka Devata,1971,Hindi
Hulchul,1971,Hindi
Hum Tum Aur Woh,1971,Hindi
Jai Bangladesh,1971,Hindi
Jai Jawan Jai Makan,1971,Hindi
Jal Bin Machhli Nritya Bin Bijli,1971,Hindi
Jawan Mohabbat,1971,Hindi
Johar Mehmood in Hong Kong,1971,Hindi
Kabhi Dhoop Kabhi Chhaon,1971,Hindi
Kahin Aar Kahin Paar,1971,Hindi
Kal Aaj Aur Kal,1971,Hindi
Kangan,1971,Hindi
Kathputli,1971,Hindi
Kati Patang,1971,Hindi
Khoj,1971,Hindi
Ladki Pasand Hai,1971,Hindi
Lagan,1971,Hindi
Lakhon Me Ek,1971,Hindi
Lal Patthar,1971,Hindi
Main Sunder Hoon,1971,Hindi
Man Mandir,1971,Hindi
Man Tera Tan Mera,1971,Hindi
Mehboob Ki Mehndi,1971,Hindi
Mera Gaon Mera Desh,1971,Hindi
Mere Apne,1971,Hindi
Nadaan,1971,Hindi
Naya Zamana,1971,Hindi
Paraya Dhan,1971,Hindi
Parde Ke Peechey,1971,Hindi
Phir Bhi,1971,Hindi
Preet Ki Dori,1971,Hindi
Pyar Ki Kahani,1971,Hindi
Ramu Ustad,1971,Hindi
Reshma Aur Shera,1971,Hindi
Saat Sawal,1971,Hindi
Saaz Aur Sanam,1971,Hindi
Sanjog,1971,Hindi
Sansar,1971,Hindi
Seema,1971,Hindi
Shri Krishna Leela,1971,Hindi
Tere Mere Sapne,1971,Hindi
Tulsi Vivah,1971,Hindi
Ummeed,1971,Hindi
Woh Din Yaad Karo,1971,Hindi
Aan Baan,1972,Hindi
Aankh Micholi,1972,Hindi
Aankhon Aankhon Mein,1972,Hindi
Amar Prem,1972,Hindi
Annadata,1972,Hindi
Anokha Daan,1972,Hindi
Anokha Milan,1972,Hindi
Anokhi Pehchan,1972,Hindi
Anuraag,1972,Hindi
Apna Desh,1972,Hindi
Babul Ki Galiyaan,1972,Hindi
Baharon Phool Barsao,1972,Hindi
Bansi Birju,1972,Hindi
Bees Saal Pehle,1972,Hindi
Bindiya Aur Bandook,1972,Hindi
Bhai Ho To Aisa,1972,Hindi
Bombay to Goa,1972,Hindi
Dil Daulat Duniya,1972,Hindi
Dil Ka Raja,1972,Hindi
Do Bachche Dus Haath,1972,Hindi
Do Chor,1972,Hindi
Do Gaz Zameen Ke Neeche,1972,Hindi
Do Yaar,1972,Hindi
Double Cross,1972,Hindi
Ek Adhuri Kahani,1972,Hindi
Ek Bar Mooskura Do,1972,Hindi
Ek Bechara,1972,Hindi
Ek Hasina Do Diwane,1972,Hindi
Ek Khiladi Bawan Pattey,1972,Hindi
Ek Nazar,1972,Hindi
Gaon Hamara Shaher Tumhara,1972,Hindi
Garam Masala,1972,Hindi
Gomti Ke Kinare,1972,Hindi
Gora Aur Kala,1972,Hindi
Haar Jeet,1972,Hindi
Hari Darshan,1972,Hindi
Jai Jwala,1972,Hindi
Jangal Mein Mangal,1972,Hindi
Janwar Aur Insaan,1972,Hindi
Jawani Diwani,1972,Hindi
Joroo Ka Ghulam,1972,Hindi
Maalik,1972,Hindi
Man Jaiye,1972,Hindi
Maya Darpan,1972,Hindi
Mere Bhaiya,1972,Hindi
Mere Jeevan Saathi,1972,Hindi
Milap,1972,Hindi
Mome Ki Gudiya,1972,Hindi
Parichay,1972,Hindi
Piya Ka Ghar,1972,Hindi
Pyaar Diwana,1972,Hindi
Raampur Ka Lakshman,1972,Hindi
Raaste Kaa Patthar,1972,Hindi
Raja Jani,1972,Hindi
Rakhi Aur Hathkadi,1972,Hindi
Rani Mera Naam,1972,Hindi
Roop Tera Mastana,1972,Hindi
Sabse Bada Sukh,1972,Hindi
Samadhi,1972,Hindi
Sazaa,1972,Hindi
Seeta Aur Geeta,1972,Hindi
Shaadi Ke Baad,1972,Hindi
Shararat,1972,Hindi
Shayar-e-Kashmir Mahjoor,1972,Hindi
Sub Ka Saathi,1972,Hindi
Sultana Daku,1972,Hindi
Tanhai,1972,Hindi
Victoria No. 203,1972,Hindi
Yaar Mera,1972,Hindi
Yeh Gulistan Hamara,1972,Hindi
Zameen Aasman,1972,Hindi
Zindagi Zindagi,1972,Hindi
Aa Gale Lag Jaa,1973,Hindi
Aaj Ki Taaza Khabar,1973,Hindi
Aangan,1973,Hindi
Abhimaan,1973,Hindi
Agni Rekha,1973,Hindi
Anhonee,1973,Hindi
Anokhi Ada,1973,Hindi
Bada Kabutar,1973,Hindi
Banarasi Babu,1973,Hindi
Bandhe Haath,1973,Hindi
Barkha Bahar,1973,Hindi
Chhalia,1973,Hindi
Chhupa Rustam,1973,Hindi
Daag,1973,Hindi
Daaman Aur Aag,1973,Hindi
Dil Ki Rahen,1973,Hindi
Do Phool,1973,Hindi
Door Nahin Manzil,1973,Hindi
Ek Kunwari Ek Kunwara,1973,Hindi
Ek Mutthi Aasmaan,1973,Hindi
Ek Nari Do Roop,1973,Hindi
Gaai Aur Gori,1973,Hindi
Garm Hava,1973,Hindi
Gehri Chaal,1973,Hindi
Ghulam Begam Badshah,1973,Hindi
Haathi Ke Daant,1973,Hindi
Hanste Zakhm,1973,Hindi
Heera Panna,1973,Hindi
Hindustan Ki Kasam,1973,Hindi
Honeymoon,1973,Hindi
Hum Sub Chor Hain,1973,Hindi
Insaaf,1973,Hindi
Jaise Ko Taisa,1973,Hindi
Jalte Badan,1973,Hindi
Jheel Ke Us Paar,1973,Hindi
Jwaar Bhata,1973,Hindi
Jyot Jale,1973,Hindi
Kahani Hum Sab Ki,1973,Hindi
Kahani Kismat Ki,1973,Hindi
Khoon Khoon,1973,Hindi
Kuchhe Dhaage,1973,Hindi
Kunwara Badan,1973,Hindi
Maha Sati Savitri,1973,Hindi
Mehmaan,1973,Hindi
Mera Desh Mera Dharam,1973,Hindi
Nai Duniya Naye Log,1973,Hindi
Naina,1973,Hindi
Namak Haraam,1973,Hindi
Nanha Shikari,1973,Hindi
Naya Nasha,1973,Hindi
Nirdosh,1973,Hindi
Paanch Dushman,1973,Hindi
Phagun,1973,Hindi
Prem Parbat,1973,Hindi
Pyaar Ka Rishta,1973,Hindi
Raja Rani,1973,Hindi
Sabak,1973,Hindi
Saudagar,1973,Hindi
Shareef Budmaash,1973,Hindi
Suraj Aur Chanda,1973,Hindi
Teen Chor,1973,Hindi
Wohi Raat Wohi Awaaz,1973,Hindi
Yaadon Ki Baaraat,1973,Hindi
Aahat – Ek Ajib Kahani,1974,Hindi
Aap Ki Kasam,1974,Hindi
Albeli,1974,Hindi
Amar Saheed Bhagat Singh,1974,Hindi
Amir Garib,1974,Hindi
Anjaan Raahen,1974,Hindi
Azad Mohabbat,1974,Hindi
Badhti Ka Naam Dadhi,1974,Hindi
Badi Maa,1974,Hindi
Balak Dhruv,1974,Hindi
Bazaar Band Karo,1974,Hindi
Call Girl,1974,Hindi
Chattan Singh,1974,Hindi
Chhote Sarkar,1974,Hindi
Chor Chor,1974,Hindi
Chor Machaye Shor,1974,Hindi
Dhuen Ki Lakeer,1974,Hindi
Dil Diwana,1974,Hindi
Do Aankhen,1974,Hindi
Do Chattane,1974,Hindi
Do Nambar Ke Amir,1974,Hindi
Do Sher,1974,Hindi
Doosri Sita,1974,Hindi
Dost,1974,Hindi
Duniya Ka Mela,1974,Hindi
Ek Anek Aur Ekta,1974,Hindi
Geetaa Mera Naam,1974,Hindi
Goonj,1974,Hindi
Haath Ki Safai,1974,Hindi
Hamrahi,1974,Hindi
Hanuman Vijay,1974,Hindi
Har Har Mahadev,1974,Hindi
International Crook,1974,Hindi
Ishk Ishk Ishk,1974,Hindi
Jab Andhera Hota Hai,1974,Hindi
Jadu Ka Shankh,1974,Hindi
Jai Radhe Krishna,1974,Hindi
Jeevan Rekha,1974,Hindi
Jeevan Sangram,1974,Hindi
Jurm Aur Sazaa,1974,Hindi
Khote Sikkay,1974,Hindi
Khoon Ki Keemat,1974,Hindi
Kisan Aur Bhagwan,1974,Hindi
Kora Badan,1974,Hindi
Kora Kagaz,1974,Hindi
Kunwara Baap,1974,Hindi
Maa Bahen Aur Biwi,1974,Hindi
Madhosh,1974,Hindi
Majboor,1974,Hindi
Manzilein Aur Bhi Hain,1974,Hindi
Mere Saath Chal,1974,Hindi
Mr. Romeo,1974,Hindi
Naya Din Nai Raat,1974,Hindi
Paap Aur Punya,1974,Hindi
Patthar Aur Payal,1974,Hindi
Phir Kab Milogi,1974,Hindi
Pocket Maar,1974,Hindi
Pran Jaye Par Vachan Na Jaye,1974,Hindi
Prem Nagar,1974,Hindi
Prem Shastra,1974,Hindi
Resham Ki Dori,1974,Hindi
Roti Kapda Aur Makaan,1974,Hindi
Us Paar,1974,Hindi
Vachan,1974,Hindi
Woh Main Nahin,1974,Hindi
Zehreela Insaan,1974,Hindi
Aa Jaa Sanam,1975,Hindi
Aag Aur Toofan,1975,Hindi
Aakhri Daao,1975,Hindi
Alakh Niranjan,1975,Hindi
Anari,1975,Hindi
Andolan,1975,Hindi
Apne Dushman,1975,Hindi
Apne Rang Hazaar,1975,Hindi
Balak Aur Janwar,1975,Hindi
Biwi Kiraya Ki,1975,Hindi
Charandas Chor,1975,Hindi
Chori Mera Kaam,1975,Hindi
Chupke Chupke,1975,Hindi
Dafaa 302,1975,Hindi
Dharam Karam,1975,Hindi
Dhoti Lota Aur Chowpatty,1975,Hindi
Do Jasoos,1975,Hindi
Do Jhoot,1975,Hindi
Do Thug,1975,Hindi
Dulhan,1975,Hindi
Ek Mahal Ho Sapno Ka,1975,Hindi
Faraar,1975,Hindi
Ganga Ki Kasam,1975,Hindi
Geet Gaata Chal,1975,Hindi
Hero,1975,Hindi
Himalay Se Ooncha,1975,Hindi
Jaan Hazir Hai,1975,Hindi
Jaggu,1975,Hindi
Jai Santoshi Maa,1975,Hindi
Julie,1975,Hindi
Kaagaz Ki Nao,1975,Hindi
Kahte Hain Mujhko Raja,1975,Hindi
Kaala Sona,1975,Hindi
Khel Khel Mein,1975,Hindi
Khushboo,1975,Hindi
Mere Sajna,1975,Hindi
Mere Sartaj,1975,Hindi
Ponga Pandit,1975,Hindi
Prem Kahani,1975,Hindi
Rafoo Chakkar,1975,Hindi
Raaja,1975,Hindi
Ranga Khush,1975,Hindi
Rani Aur Lalpari,1975,Hindi
Romeo in Sikkim,1975,Hindi
Sunehra Sansar,1975,Hindi
Toofan,1975,Hindi
Toofan Aur Bijlee,1975,Hindi
Tumhara Kalloo,1975,Hindi
Umar Qaid,1975,Hindi
Warrant,1975,Hindi
Zinda Dil,1975,Hindi
Zindagi Aur Toofan,1975,Hindi
Aanchal,1980,Hindi
Aap Ke Deewane,1980,Hindi
Aap To Aise Na The,1980,Hindi
Aasha,1980,Hindi
Agent 009,1980,Hindi
Akhri Insaaf,1980,Hindi
Albert Pinto Ko Gussa Kyoon Aata Hai,1980,Hindi
Alibaba Aur 40 Chor,1980,Hindi
Ambe Maa Jagdambe Maa,1980,Hindi
Apne Paraye,1980,Hindi
Arising from the Surface,1980,Hindi
Badla Aur Balidan,1980,Hindi
Badrinath Dham,1980,Hindi
Bakhe Kadam,1980,Hindi
Bambai Ka Maharaja,1980,Hindi
Bandish,1980,Hindi
Beqasoor,1980,Hindi
Bhumi Par Aaye Bhagwan,1980,Hindi
Bin Maa Ke Bachche,1980,Hindi
Black Water,1980,Hindi
Bombay 405 Miles,1980,Hindi
Chaal Baaz,1980,Hindi
Chambal Ki Kasam,1980,Hindi
Choron Ki Baaraat,1980,Hindi
Desh Drohi,1980,Hindi
Dhan Daulat,1980,Hindi
Do Aur Do Paanch,1980,Hindi
Do Premee,1980,Hindi
Do Shatru,1980,Hindi
Door Waadiyon Mein Kahin,1980,Hindi
Ek Baar Kaho,1980,Hindi
Ek Baar Phir,1980,Hindi
Ek Do Teen Chaar,1980,Hindi
Ek Gunah Aur Sahi,1980,Hindi
Ganga Aur Suraj,1980,Hindi
Ganga Dham,1980,Hindi
Garam Khoon,1980,Hindi
Guest House,1980,Hindi
Hum Nahin Sudherenge,1980,Hindi
Hum Paanch,1980,Hindi
Insaf Ka Tarazu,1980,Hindi
Jaaye To Jaaye Kahan,1980,Hindi
Jal Mahal,1980,Hindi
Jyoti Bane Jwala,1980,Hindi
Kali Ghata,1980,Hindi
Kasturi,1980,Hindi
Khoon Kharaba,1980,Hindi
Kismat Ki Baazi,1980,Hindi
Kismet,1980,Hindi
Lahu Pukarega,1980,Hindi
Maan Abhiman,1980,Hindi
Maang Bharo Sajana,1980,Hindi
Man Pasand,1980,Hindi
Nazrana Pyar Ka,1980,Hindi
Nishana,1980,Hindi
Oh Bewafa,1980,Hindi
Patita,1980,Hindi
Patthar Se Takkar,1980,Hindi
Payal Ki Jhankaar,1980,Hindi
Phir Wahi Raat,1980,Hindi
Pyaara Dushman,1980,Hindi
Qatil Kaun,1980,Hindi
Raksha Bandhan,1980,Hindi
Ram Balram,1980,Hindi
Red Rose,1980,Hindi
Saajan Mere Main Saajan Ki,1980,Hindi
Sanjh Ki Bela,1980,Hindi
Satah Se Uthata Aadmi,1980,Hindi
Sau Din Saas Ke,1980,Hindi
Shaan,1980,Hindi
Shadi Se Pahale,1980,Hindi
Shiv Shakti,1980,Hindi
Sitara,1980,Hindi
Takkar,1980,Hindi
Taxi Chor,1980,Hindi
Teen Ekkey,1980,Hindi
The Burning Train,1980,Hindi
The Naxalites,1980,Hindi
Thodisi Bewafaii,1980,Hindi
Trilok Sundari,1980,Hindi
Yari Dushmani,1980,Hindi
Yeh Kaisa Insaf?,1980,Hindi
Zakhmon Ke Nishan,1980,Hindi
Aaj Ki Dhara,1979,Hindi
Aakhri Kasam,1979,Hindi
Aangan Ki Kali,1979,Hindi
 ,1979,Hindi
Aladdin and the Wonderful Lamp,1979,Hindi
Amar Deep,1979,Hindi
Aur Kaun?,1979,Hindi
Bagula Bhagat,1979,Hindi
Baton Baton Mein,1979,Hindi
Bin Phere Hum Tere,1979,Hindi
Bombay by Nite,1979,Hindi
Chambal Ki Raani,1979,Hindi
Cinema Cinema,1979,Hindi
Dil Kaa Heera,1979,Hindi
Do Ladke Dono Kadke,1979,Hindi
Do Shikaari,1979,Hindi
Duniya Meri Jeb Mein,1979,Hindi
Ganga Bhavani,1979,Hindi
Gautam Govinda,1979,Hindi
Ghar Ki Laaj,1979,Hindi
Gol Maal,1979,Hindi
Gopal Krishna,1979,Hindi
The Great Gambler,1979,Hindi
Griha Pravesh,1979,Hindi
Hamare Tumhare,1979,Hindi
Har Har Gange,1979,Hindi
Hum Tere Aashiq Hain,1979,Hindi
Jaani Dushman,1979,Hindi
Janta Hawaldar,1979,Hindi
Jeena Yahan,1979,Hindi
Jhoota Kahin Ka,1979,Hindi
Kaala Patthar,1979,Hindi
Khandan,1979,Hindi
Lahu Ke Do Rang,1979,Hindi
Lok Parlok,1979,Hindi
Love in Canada,1979,Hindi
Maan Apmaan,1979,Hindi
Magroor,1979,Hindi
Manzil,1979,Hindi
Meera,1979,Hindi
Meri Biwi Ki Shaadi,1979,Hindi
Mr. Natwarlal,1979,Hindi
Nagin Aur Suhagin,1979,Hindi
Prem Bandhan,1979,Hindi
Prem Vivah,1979,Hindi
Raadha Aur Seeta,1979,Hindi
Raakhi Ki Saugandh,1979,Hindi
Raja Harishchandra,1979,Hindi
Ratnadeep,1979,Hindi
Saanch Ko Aanch Nahin,1979,Hindi
Salaam Memsaab,1979,Hindi
Sargam,1979,Hindi
Sarkari Mehmaan,1979,Hindi
Sawan Ko Aane Do,1979,Hindi
Shabhash Daddy,1979,Hindi
Solva Sawan,1979,Hindi
Suhaag,1979,Hindi
Teen Chehre,1979,Hindi
Tere Pyar Mein,1979,Hindi
Aakhri Mujra,1981,Hindi
Aankhon Ke Saamne,1981,Hindi
Aapas Ki Baat,1981,Hindi
Aas Paas,1981,Hindi
Agni Pareeksha,1981,Hindi
Ahista Ahista,1981,Hindi
Armaan,1981,Hindi
Barsaat Ki Ek Raat,1981,Hindi
Bhula Na Dena,1981,Hindi
Chakra,1981,Hindi
Chashme Buddoor,1981,Hindi
Chehre Pe Chehra,1981,Hindi
Commander,1981,Hindi
Ek Aur Ek Gyarah,1981,Hindi
Ek Duuje Ke Liye,1981,Hindi
Ek Hi Bhool,1981,Hindi
Fiffty Fiffty,1981,Hindi
Ganga Maang Rahi Balidan,1981,Hindi
Gehra Zakhm,1981,Hindi
Ghungroo Ki Awaaz,1981,Hindi
Guru Suleman Chela Pahelwan,1981,Hindi
Hotel,1981,Hindi
Hum Se Badkar Kaun,1981,Hindi
Itni Si Baat,1981,Hindi
Jail Yatra,1981,Hindi
Jeene Ki Arzoo,1981,Hindi
Jiyo To Aise Jiyo,1981,Hindi
Jwala Daku,1981,Hindi
Jyoti,1981,Hindi
Kachche Heere,1981,Hindi
Kahan Kahan Se Guzar Gaya,1981,Hindi
Kahani Ek Chor Ki,1981,Hindi
Kal Hamara Hai,1981,Hindi
Kanoon Aur Mujrim,1981,Hindi
Katilon Ke Kaatil,1981,Hindi
Khara Khota,1981,Hindi
Khawaja Ki Diwani,1981,Hindi
Khel Muqaddar Ka,1981,Hindi
Khilte Suman,1981,Hindi
Khoon Aur Paani,1981,Hindi
Khoon Ka Rishta,1981,Hindi
Khoon Ki Takkar,1981,Hindi
Khuda Kasam,1981,Hindi
Ladies Tailor,1981,Hindi
Love Story,1981,Hindi
Maan Gaye Ustaad,1981,Hindi
Mahabali Hanuman,1981,Hindi
Main Aur Mera Haathi,1981,Hindi
Meena Kumari Ki Amar Kahani,1981,Hindi
Meri Aawaz Suno,1981,Hindi
Nai Imarat,1981,Hindi
Naram Garam,1981,Hindi
Paanch Qaidi,1981,Hindi
Pehla Adhyay,1981,Hindi
Plot No. 5,1981,Hindi
Poonam,1981,Hindi
Prem Geet,1981,Hindi
Professor Pyarelal,1981,Hindi
Pyaasa Sawan,1981,Hindi
Raaz,1981,Hindi
Rocky,1981,Hindi
Saajan Ki Saheli,1981,Hindi
Sannata,1981,Hindi
Sansani: The Sensation,1981,Hindi
Sazaye Maut,1981,Hindi
Shama,1981,Hindi
Shikari,1981,Hindi
Umrao Jaan,1981,Hindi
"Vasiqedars, The Pensioners of Avadh",1981,Hindi
Waqt Ki Deewar,1981,Hindi
Woh Phir Nahin Aaye,1981,Hindi
Yeh Rishta Na Tootay,1981,Hindi
Zamane Ko Dikhana Hai,1981,Hindi
Aaj Ka Mahaatma,1976,Hindi
Aaj Ka Ye Ghar,1976,Hindi
Aap Beati,1976,Hindi
Adalat,1976,Hindi
Ali Baba,1976,Hindi
Arjun Pandit,1976,Hindi
Balika Badhu,1976,Hindi
Barood,1976,Hindi
Bhala Manus,1976,Hindi
Bullet,1976,Hindi
Bundal Baaz,1976,Hindi
Chalte Chalte,1976,Hindi
Chhoti Si Baat,1976,Hindi
Do Anjaane,1976,Hindi
Do Khiladi,1976,Hindi
Do Ladkiyan,1976,Hindi
Dus Numbri,1976,Hindi
Ek Se Badhkar Ek,1976,Hindi
Ginny Aur Johnny,1976,Hindi
Gumrah,1976,Hindi
Hera Pheri,1976,Hindi
Jai Jagat Janani,1976,Hindi
Jeevan Jyoti,1976,Hindi
Kabhi Kabhie,1976,Hindi
Kalicharan,1976,Hindi
Khaan Dost,1976,Hindi
Khamma Mara Veera,1976,Hindi
Koi Jeeta Koi Haara,1976,Hindi
Laila Majnu,1976,Hindi
Maa,1976,Hindi
Maha Chor,1976,Hindi
Mazdoor Zindabaad,1976,Hindi
Mehbooba,1976,Hindi
Mera Jiwan,1976,Hindi
Murder at Monkey Hill,1976,Hindi
Naach Uthe Sansaar,1976,Hindi
Nagin,1976,Hindi
Nehle Pe Dehla,1976,Hindi
Phool Aur Insaan,1976,Hindi
Rakhi Aur Rifle,1976,Hindi
Raksha Bandhan,1976,Hindi
Rangila Ratan,1976,Hindi
Sabse Bada Rupaiya,1976,Hindi
Sajjo Rani,1976,Hindi
Sangram,1976,Hindi
Sawa Lakh Se Ek Ladaun,1976,Hindi
Shahi Lutera,1976,Hindi
Shankar Dada,1976,Hindi
Shankar Shambhu,1976,Hindi
Sharafat Chod Di Maine,1976,Hindi
Sita Kalyanam,1976,Hindi
Udhar Ka Sindur,1976,Hindi
Veer Bhagdavalo,1976,Hindi
Zamane Se Poocho,1976,Hindi
Zindagi,1976,Hindi
Aahuti,1978,Hindi
Aakhri Daku,1978,Hindi
Adventures of Aladdin,1978,Hindi
Amar Shakti,1978,Hindi
Anjane Mein,1978,Hindi
Ankh Ka Tara,1978,Hindi
Ankhiyon Ke Jharokhon Se,1978,Hindi
Anmol Tasveer,1978,Hindi
Apna Khoon,1978,Hindi
Arvind Desai Ki Ajeeb Dastaan,1978,Hindi
Azaad,1978,Hindi
Badalte Rishtey,1978,Hindi
Bhakti Mein Shakti,1978,Hindi
Bhola Bhala,1978,Hindi
Chor Ho To Aisa,1978,Hindi
Chor Ke Ghar Chor,1978,Hindi
Chowki No.11,1978,Hindi
College Girl,1978,Hindi
Daaku Aur Jawan,1978,Hindi
Darwaza,1978,Hindi
Des Pardes,1978,Hindi
Dil Aur Deewaar,1978,Hindi
Dil Se Mile Dil,1978,Hindi
Dillagi,1978,Hindi
Do Musafir,1978,Hindi
Don,1978,Hindi
Dr. Iqbal,1978,Hindi
Ek Baap Chhe Bete,1978,Hindi
Ganga Ki Saugandh,1978,Hindi
Ganga Sagar,1978,Hindi
Hamara Sansar,1978,Hindi
Heeralaal Pannalaal,1978,Hindi
Hullabaloo Over Georgie and Bonnie's Pictures,1978,Hindi
Howrah Bridge Pe Latakti Hui Lash,1978,Hindi
Hungama Bombay Ishtyle,1978,Hindi
Kaala Aadmi,1978,Hindi
Kasme Vaade,1978,Hindi
Khatta Meetha,1978,Hindi
Khoon Ka Badla Khoon,1978,Hindi
Khoon Ki Pukaar,1978,Hindi
Lal Kothi,1978,Hindi
Main Tulsi Tere Aangan Ki,1978,Hindi
Madhu Malti,1978,Hindi
Mera Rakshak,1978,Hindi
Muqaddar Ka Sikandar,1978,Hindi
Nawab Sahib,1978,Hindi
Naya Daur,1978,Hindi
Pati Patni Aur Woh,1978,Hindi
Phool Khile Hain Gulshan Gulshan,1978,Hindi
Premi Gangaram,1978,Hindi
Rahu Ketu,1978,Hindi
Raja Rani Ko Chahiye Pasina,1978,Hindi
Ram Kasam,1978,Hindi
Saajan Bina Suhagan,1978,Hindi
Saawan Ke Geet,1978,Hindi
Safed Haathi,1978,Hindi
Satyam Shivam Sundaram,1978,Hindi
Sone Ka Dil Lohe Ke Haath,1978,Hindi
Swarg Narak,1978,Hindi
Toote Khilone,1978,Hindi
Tumhare Liye,1978,Hindi
Tumhari Kasam,1978,Hindi
Vishwanath,1978,Hindi
Aamne Samne,1982,Hindi
Anmol Sitaare,1982,Hindi
Anokha Bandhan,1982,Hindi
Apna Bana Lo,1982,Hindi
Apradhi Kaun?,1982,Hindi
Ashanti,1982,Hindi
Bachche Teen Aur Daku Chhe,1982,Hindi
Badle Ki Aag,1982,Hindi
Bezubaan,1982,Hindi
Badshah,1982,Hindi
Bhai Aakhir Bhai Hota Hai,1982,Hindi
Bheegi Palkein,1982,Hindi
Chalti Ka Naam Zindagi,1982,Hindi
Chambal Ke Daku,1982,Hindi
Dard Ka Rishta,1982,Hindi
Desh Premee,1982,Hindi
Dharam Kanta,1982,Hindi
Dial 100,1982,Hindi
Dil Hi Dil Mein,1982,Hindi
Dil Ka Sathi Dil,1982,Hindi
Dil... Akhir Dil Hai,1982,Hindi
Disco Dancer,1982,Hindi
Do Dishayen,1982,Hindi
Do Guru,1982,Hindi
Do Ustad,1982,Hindi
Dulha Bikta Hai,1982,Hindi
Farz Aur Kanoon,1982,Hindi
Gandhi,1982,Hindi
Gopichand Jasoos,1982,Hindi
Hamari Bahu Alka,1982,Hindi
Heeron Ka Chor,1982,Hindi
Insaan,1982,Hindi
Jawalaa Dahej Ki,1982,Hindi
Jeeo Aur Jeene Do,1982,Hindi
